Extrados (num=864):
xt[107]=0.000000 yt[107]=0.000000
xt[108]=0.000000 yt[108]=0.000000
xt[109]=0.000000 yt[109]=0.000000
xt[110]=0.000000 yt[110]=0.000000
xt[111]=0.000000 yt[111]=0.000000
xt[112]=0.000000 yt[112]=0.000000
xt[113]=0.000000 yt[113]=0.000000
xt[114]=0.000000 yt[114]=0.000000
xt[115]=0.000000 yt[115]=0.000000
xt[116]=0.000000 yt[116]=0.000000
xt[117]=0.000000 yt[117]=0.000000
xt[118]=0.000000 yt[118]=0.000000
xt[119]=0.000000 yt[119]=0.000000
xt[120]=0.000000 yt[120]=0.000000
xt[121]=0.000000 yt[121]=0.000000
xt[122]=0.000000 yt[122]=0.000000
xt[123]=0.000000 yt[123]=0.000000
xt[124]=0.000000 yt[124]=0.000000
xt[125]=0.000000 yt[125]=0.000000
xt[126]=0.000000 yt[126]=0.000000
xt[127]=0.000000 yt[127]=0.000000
xt[128]=0.000000 yt[128]=0.000000
xt[129]=0.000000 yt[129]=0.000000
xt[130]=0.000000 yt[130]=0.000000
xt[131]=0.000000 yt[131]=0.000000
xt[132]=0.000000 yt[132]=0.000000
xt[133]=0.000000 yt[133]=0.000000
xt[134]=0.000000 yt[134]=0.000000
xt[135]=0.000000 yt[135]=0.000000
xt[136]=0.000000 yt[136]=0.000000
xt[137]=0.000000 yt[137]=0.000000
xt[138]=0.000000 yt[138]=0.000000
xt[139]=0.000000 yt[139]=0.000000
xt[140]=0.000000 yt[140]=0.000000
xt[141]=0.000000 yt[141]=0.000000
xt[142]=0.000000 yt[142]=0.000000
xt[143]=0.000000 yt[143]=0.000000
xt[144]=0.000000 yt[144]=0.000000
xt[145]=0.000000 yt[145]=0.000000
xt[146]=0.000000 yt[146]=0.000000
xt[147]=0.000000 yt[147]=0.000000
xt[148]=0.000000 yt[148]=0.000000
xt[149]=0.000000 yt[149]=0.000000
xt[150]=0.000000 yt[150]=0.000000
xt[151]=0.000000 yt[151]=0.000000
xt[152]=0.000000 yt[152]=0.000000
xt[153]=0.000000 yt[153]=0.000000
xt[154]=0.000000 yt[154]=0.000000
xt[155]=0.000000 yt[155]=0.000000
xt[156]=0.000000 yt[156]=0.000000
xt[157]=0.000000 yt[157]=0.000000
xt[158]=0.000000 yt[158]=0.000000
xt[159]=0.000000 yt[159]=0.000000
xt[160]=0.000000 yt[160]=0.000000
xt[161]=0.000000 yt[161]=0.000000
xt[162]=0.000000 yt[162]=0.000000
xt[163]=0.000000 yt[163]=0.000000
xt[164]=0.000000 yt[164]=0.000000
xt[165]=0.000000 yt[165]=0.000000
xt[166]=0.000000 yt[166]=0.000000
xt[167]=0.000000 yt[167]=0.000000
xt[168]=0.000000 yt[168]=0.000000
xt[169]=0.000000 yt[169]=0.000000
xt[170]=0.000000 yt[170]=0.000000
xt[171]=0.000000 yt[171]=0.000000
xt[172]=0.000000 yt[172]=0.000000
xt[173]=0.000000 yt[173]=0.000000
xt[174]=0.000000 yt[174]=0.000000
xt[175]=0.000000 yt[175]=0.000000
xt[176]=0.000000 yt[176]=0.000000
xt[177]=0.000000 yt[177]=0.000000
xt[178]=0.000000 yt[178]=0.000000
xt[179]=0.000000 yt[179]=0.000000
xt[180]=0.000000 yt[180]=0.000000
xt[181]=0.000000 yt[181]=0.000000
xt[182]=0.000000 yt[182]=0.000000
xt[183]=0.000000 yt[183]=0.000000
xt[184]=0.000000 yt[184]=0.000000
xt[185]=0.000000 yt[185]=0.000000
xt[186]=0.000000 yt[186]=0.000000
xt[187]=0.000000 yt[187]=0.000000
xt[188]=0.000000 yt[188]=0.000000
xt[189]=0.000000 yt[189]=0.000000
xt[190]=0.000000 yt[190]=0.000000
xt[191]=0.000000 yt[191]=0.000000
xt[192]=0.000000 yt[192]=0.000000
xt[193]=0.000000 yt[193]=0.000000
xt[194]=0.000000 yt[194]=0.000000
xt[195]=0.000000 yt[195]=0.000000
xt[196]=0.000000 yt[196]=0.000000
xt[197]=0.000000 yt[197]=0.000000
xt[198]=0.000000 yt[198]=0.000000
xt[199]=0.000000 yt[199]=0.000000
xt[200]=0.000000 yt[200]=0.000000
xt[201]=0.000000 yt[201]=0.000000
xt[202]=0.000000 yt[202]=0.000000
xt[203]=0.000000 yt[203]=0.000000
xt[204]=0.000000 yt[204]=0.000000
xt[205]=0.000000 yt[205]=0.000000
xt[206]=0.000000 yt[206]=0.000000
xt[207]=0.000000 yt[207]=0.000000
xt[208]=0.000000 yt[208]=0.000000
xt[209]=0.000000 yt[209]=0.000000
xt[210]=0.000000 yt[210]=0.000000
xt[211]=0.000000 yt[211]=0.000000
xt[212]=0.000000 yt[212]=0.000000
xt[213]=0.000000 yt[213]=0.000000
xt[214]=0.000000 yt[214]=0.000000
xt[215]=0.000000 yt[215]=0.000000
xt[216]=0.000000 yt[216]=0.000000
xt[217]=0.000000 yt[217]=0.000000
xt[218]=0.000000 yt[218]=0.000000
xt[219]=0.000000 yt[219]=0.000000
xt[220]=0.000000 yt[220]=0.000000
xt[221]=0.000000 yt[221]=0.000000
xt[222]=0.000000 yt[222]=0.000000
xt[223]=0.000000 yt[223]=0.000000
xt[224]=0.000000 yt[224]=0.000000
xt[225]=0.000000 yt[225]=0.000000
xt[226]=0.000000 yt[226]=0.000000
xt[227]=0.000000 yt[227]=0.000000
xt[228]=0.000000 yt[228]=0.000000
xt[229]=0.000000 yt[229]=0.000000
xt[230]=0.000000 yt[230]=0.000000
xt[231]=0.000000 yt[231]=0.000000
xt[232]=0.000000 yt[232]=0.000000
xt[233]=0.000000 yt[233]=0.000000
xt[234]=0.000000 yt[234]=0.000000
xt[235]=0.000000 yt[235]=0.000000
xt[236]=0.000000 yt[236]=0.000000
xt[237]=0.000000 yt[237]=0.000000
xt[238]=0.000000 yt[238]=0.000000
xt[239]=0.000000 yt[239]=0.000000
xt[240]=0.000000 yt[240]=0.000000
xt[241]=0.000000 yt[241]=0.000000
xt[242]=0.000000 yt[242]=0.000000
xt[243]=0.000000 yt[243]=0.000000
xt[244]=0.000000 yt[244]=0.000000
xt[245]=0.000000 yt[245]=0.000000
xt[246]=0.000000 yt[246]=0.000000
xt[247]=0.000000 yt[247]=0.000000
xt[248]=0.000000 yt[248]=0.000000
xt[249]=0.000000 yt[249]=0.000000
xt[250]=0.000000 yt[250]=0.000000
xt[251]=0.000000 yt[251]=0.000000
xt[252]=0.000000 yt[252]=0.000000
xt[253]=0.000000 yt[253]=0.000000
xt[254]=0.000000 yt[254]=0.000000
xt[255]=0.000000 yt[255]=0.000000
xt[256]=0.000000 yt[256]=0.000000
xt[257]=0.000000 yt[257]=0.000000
xt[258]=0.000000 yt[258]=0.000000
xt[259]=0.000000 yt[259]=0.000000
xt[260]=0.000000 yt[260]=0.000000
xt[261]=0.000000 yt[261]=0.000000
xt[262]=0.000000 yt[262]=0.000000
xt[263]=0.000000 yt[263]=0.000000
xt[264]=0.000000 yt[264]=0.000000
xt[265]=0.000000 yt[265]=0.000000
xt[266]=0.000000 yt[266]=0.000000
xt[267]=0.000000 yt[267]=0.000000
xt[268]=0.000000 yt[268]=0.000000
xt[269]=0.000000 yt[269]=0.000000
xt[270]=0.000000 yt[270]=0.000000
xt[271]=0.000000 yt[271]=0.000000
xt[272]=0.000000 yt[272]=0.000000
xt[273]=0.000000 yt[273]=0.000000
xt[274]=0.000000 yt[274]=0.000000
xt[275]=0.000000 yt[275]=0.000000
xt[276]=0.000000 yt[276]=0.000000
xt[277]=0.000000 yt[277]=0.000000
xt[278]=0.000000 yt[278]=0.000000
xt[279]=0.000000 yt[279]=0.000000
xt[280]=0.000000 yt[280]=0.000000
xt[281]=0.000000 yt[281]=0.000000
xt[282]=0.000000 yt[282]=0.000000
xt[283]=0.000000 yt[283]=0.000000
xt[284]=0.000000 yt[284]=0.000000
xt[285]=0.000000 yt[285]=0.000000
xt[286]=0.000000 yt[286]=0.000000
xt[287]=0.000000 yt[287]=0.000000
xt[288]=0.000000 yt[288]=0.000000
xt[289]=0.000000 yt[289]=0.000000
xt[290]=0.000000 yt[290]=0.000000
xt[291]=0.000000 yt[291]=0.000000
xt[292]=0.000000 yt[292]=0.000000
xt[293]=0.000000 yt[293]=0.000000
xt[294]=0.000000 yt[294]=0.000000
xt[295]=0.000000 yt[295]=0.000000
xt[296]=0.000000 yt[296]=0.000000
xt[297]=0.000000 yt[297]=0.000000
xt[298]=0.000000 yt[298]=0.000000
xt[299]=0.000000 yt[299]=0.000000
xt[300]=0.000000 yt[300]=0.000000
xt[301]=0.000000 yt[301]=0.000000
xt[302]=0.000000 yt[302]=0.000000
xt[303]=0.000000 yt[303]=0.000000
xt[304]=0.000000 yt[304]=0.000000
xt[305]=0.000000 yt[305]=0.000000
xt[306]=0.000000 yt[306]=0.000000
xt[307]=0.000000 yt[307]=0.000000
xt[308]=0.000000 yt[308]=0.000000
xt[309]=0.000000 yt[309]=0.000000
xt[310]=0.000000 yt[310]=0.000000
xt[311]=0.000000 yt[311]=0.000000
xt[312]=0.000000 yt[312]=0.000000
xt[313]=0.000000 yt[313]=0.000000
xt[314]=0.000000 yt[314]=0.000000
xt[315]=0.000000 yt[315]=0.000000
xt[316]=0.000000 yt[316]=0.000000
xt[317]=0.000000 yt[317]=0.000000
xt[318]=0.000000 yt[318]=0.000000
xt[319]=0.000000 yt[319]=0.000000
xt[320]=0.000000 yt[320]=0.000000
xt[321]=0.000000 yt[321]=0.000000
xt[322]=0.000000 yt[322]=0.000000
xt[323]=0.000000 yt[323]=0.000000
xt[324]=0.000000 yt[324]=0.000000
xt[325]=0.000000 yt[325]=0.000000
xt[326]=0.000000 yt[326]=0.000000
xt[327]=0.000000 yt[327]=0.000000
xt[328]=0.000000 yt[328]=0.000000
xt[329]=0.000000 yt[329]=0.000000
xt[330]=0.000000 yt[330]=0.000000
xt[331]=0.000000 yt[331]=0.000000
xt[332]=0.000000 yt[332]=0.000000
xt[333]=0.000000 yt[333]=0.000000
xt[334]=0.000000 yt[334]=0.000000
xt[335]=0.000000 yt[335]=0.000000
xt[336]=0.000000 yt[336]=0.000000
xt[337]=0.000000 yt[337]=0.000000
xt[338]=0.000000 yt[338]=0.000000
xt[339]=0.000000 yt[339]=0.000000
xt[340]=0.000000 yt[340]=0.000000
xt[341]=0.000000 yt[341]=0.000000
xt[342]=0.000000 yt[342]=0.000000
xt[343]=0.000000 yt[343]=0.000000
xt[344]=0.000000 yt[344]=0.000000
xt[345]=0.000000 yt[345]=0.000000
xt[346]=0.000000 yt[346]=0.000000
xt[347]=0.000000 yt[347]=0.000000
xt[348]=0.000000 yt[348]=0.000000
xt[349]=0.000000 yt[349]=0.000000
xt[350]=0.000000 yt[350]=0.000000
xt[351]=0.000000 yt[351]=0.000000
xt[352]=0.000000 yt[352]=0.000000
xt[353]=0.000000 yt[353]=0.000000
xt[354]=0.000000 yt[354]=0.000000
xt[355]=0.000000 yt[355]=0.000000
xt[356]=0.000000 yt[356]=0.000000
xt[357]=0.000000 yt[357]=0.000000
xt[358]=0.000000 yt[358]=0.000000
xt[359]=0.000000 yt[359]=0.000000
xt[360]=0.000000 yt[360]=0.000000
xt[361]=0.000000 yt[361]=0.000000
xt[362]=0.000000 yt[362]=1.458334
xt[363]=0.000000 yt[363]=0.000000
xt[364]=0.000000 yt[364]=0.000000
xt[365]=0.000000 yt[365]=9618809.379257
xt[366]=0.000000 yt[366]=9680783.807740
xt[367]=0.000000 yt[367]=338.881551
xt[368]=0.000000 yt[368]=338.881551
xt[369]=0.000000 yt[369]=0.000000
xt[370]=0.000000 yt[370]=0.000000
xt[371]=0.000000 yt[371]=0.000000
xt[372]=0.000000 yt[372]=0.000000
xt[373]=0.000000 yt[373]=0.000000
xt[374]=0.000000 yt[374]=0.000000
xt[375]=0.000000 yt[375]=0.000000
xt[376]=0.000000 yt[376]=0.000000
xt[377]=0.000000 yt[377]=0.000000
xt[378]=0.000000 yt[378]=0.000000
xt[379]=0.000000 yt[379]=0.000000
xt[380]=0.000000 yt[380]=0.000000
xt[381]=0.000000 yt[381]=0.000000
xt[382]=0.000000 yt[382]=0.000000
xt[383]=0.000000 yt[383]=0.000000
xt[384]=0.000000 yt[384]=0.000000
xt[385]=0.000000 yt[385]=0.000000
xt[386]=0.000000 yt[386]=0.000000
xt[387]=0.000000 yt[387]=0.000000
xt[388]=0.000000 yt[388]=0.000000
xt[389]=0.000000 yt[389]=0.000000
xt[390]=0.000000 yt[390]=0.000000
xt[391]=0.000000 yt[391]=0.000000
xt[392]=0.000000 yt[392]=0.000000
xt[393]=0.000000 yt[393]=0.000000
xt[394]=0.000000 yt[394]=0.000000
xt[395]=0.000000 yt[395]=0.000000
xt[396]=0.000000 yt[396]=0.000000
xt[397]=0.000000 yt[397]=0.000000
xt[398]=0.000000 yt[398]=0.000000
xt[399]=0.000000 yt[399]=0.000000
xt[400]=0.000000 yt[400]=0.000000
xt[401]=0.000000 yt[401]=0.000000
xt[402]=0.000000 yt[402]=0.000000
xt[403]=0.000000 yt[403]=0.000000
xt[404]=0.000000 yt[404]=0.000000
xt[405]=0.000000 yt[405]=0.000000
xt[406]=0.000000 yt[406]=0.000000
xt[407]=0.000000 yt[407]=0.000000
xt[408]=0.000000 yt[408]=0.000000
xt[409]=0.000000 yt[409]=0.000000
xt[410]=0.000000 yt[410]=0.000000
xt[411]=0.000000 yt[411]=0.000000
xt[412]=0.000000 yt[412]=0.000000
xt[413]=0.000000 yt[413]=0.000000
xt[414]=0.000000 yt[414]=0.000000
xt[415]=0.000000 yt[415]=0.000000
xt[416]=0.000000 yt[416]=0.000000
xt[417]=0.000000 yt[417]=0.000000
xt[418]=0.000000 yt[418]=0.000000
xt[419]=0.000000 yt[419]=0.000000
xt[420]=0.000000 yt[420]=0.000000
xt[421]=0.000000 yt[421]=0.000000
xt[422]=0.000000 yt[422]=0.000000
xt[423]=0.000000 yt[423]=0.000000
xt[424]=0.000000 yt[424]=0.000000
xt[425]=0.000000 yt[425]=0.000000
xt[426]=0.000000 yt[426]=0.000000
xt[427]=0.000000 yt[427]=0.000000
xt[428]=0.000000 yt[428]=0.000000
xt[429]=0.000000 yt[429]=0.000000
xt[430]=0.000000 yt[430]=0.000000
xt[431]=0.000000 yt[431]=0.000000
xt[432]=0.000000 yt[432]=0.000000
xt[433]=0.000000 yt[433]=0.000000
xt[434]=0.000000 yt[434]=0.000000
xt[435]=0.000000 yt[435]=0.000000
xt[436]=0.000000 yt[436]=0.000000
xt[437]=0.000000 yt[437]=0.000000
xt[438]=0.000000 yt[438]=0.000000
xt[439]=0.000000 yt[439]=0.000000
xt[440]=0.000000 yt[440]=0.000000
xt[441]=0.000000 yt[441]=0.000000
xt[442]=0.000000 yt[442]=0.000000
xt[443]=0.000000 yt[443]=0.000000
xt[444]=0.000000 yt[444]=0.000000
xt[445]=0.000000 yt[445]=0.000000
xt[446]=0.000000 yt[446]=0.000000
xt[447]=0.000000 yt[447]=0.000000
xt[448]=0.000000 yt[448]=0.000000
xt[449]=0.000000 yt[449]=0.000000
xt[450]=0.000000 yt[450]=0.000000
xt[451]=0.000000 yt[451]=0.000000
xt[452]=0.000000 yt[452]=0.000000
xt[453]=0.000000 yt[453]=0.000000
xt[454]=0.000000 yt[454]=0.000000
xt[455]=0.000000 yt[455]=0.000000
xt[456]=0.000000 yt[456]=0.000000
xt[457]=0.000000 yt[457]=0.000000
xt[458]=0.000000 yt[458]=0.000000
xt[459]=0.000000 yt[459]=0.000000
xt[460]=0.000000 yt[460]=0.000000
xt[461]=0.000000 yt[461]=0.000000
xt[462]=0.000000 yt[462]=0.000000
xt[463]=0.000000 yt[463]=0.000000
xt[464]=0.000000 yt[464]=0.000000
xt[465]=0.000000 yt[465]=0.000000
xt[466]=0.000000 yt[466]=0.000000
xt[467]=0.000000 yt[467]=0.000000
xt[468]=0.000000 yt[468]=0.000000
xt[469]=0.000000 yt[469]=0.000000
xt[470]=0.000000 yt[470]=0.000000
xt[471]=0.000000 yt[471]=0.000000
xt[472]=0.000000 yt[472]=0.000000
xt[473]=0.000000 yt[473]=0.000000
xt[474]=0.000000 yt[474]=0.000000
xt[475]=0.000000 yt[475]=0.000000
xt[476]=0.000000 yt[476]=0.000000
xt[477]=0.000000 yt[477]=0.000000
xt[478]=0.000000 yt[478]=0.000000
xt[479]=0.000000 yt[479]=0.000000
xt[480]=0.000000 yt[480]=0.000000
xt[481]=0.000000 yt[481]=0.000000
xt[482]=0.000000 yt[482]=0.000000
xt[483]=0.000000 yt[483]=0.000000
xt[484]=0.000000 yt[484]=0.000000
xt[485]=0.000000 yt[485]=0.000000
xt[486]=0.000000 yt[486]=0.000000
xt[487]=0.000000 yt[487]=0.000000
xt[488]=0.000000 yt[488]=0.000000
xt[489]=0.000000 yt[489]=0.000000
xt[490]=0.000000 yt[490]=0.000000
xt[491]=0.000000 yt[491]=0.000000
xt[492]=0.000000 yt[492]=0.000000
xt[493]=0.000000 yt[493]=0.000000
xt[494]=0.000000 yt[494]=0.000000
xt[495]=0.000000 yt[495]=0.000000
xt[496]=0.000000 yt[496]=0.000000
xt[497]=0.000000 yt[497]=0.000000
xt[498]=0.000000 yt[498]=0.000000
xt[499]=0.000000 yt[499]=0.000000
xt[500]=-0.599882 yt[500]=0.000000
xt[501]=-0.599882 yt[501]=0.000000
xt[502]=-0.599882 yt[502]=0.000000
xt[503]=-0.599882 yt[503]=0.000000
xt[504]=-0.599882 yt[504]=0.000000
xt[505]=-0.599882 yt[505]=0.000000
xt[506]=-0.599882 yt[506]=0.000000
xt[507]=-0.599882 yt[507]=0.000000
xt[508]=-0.599882 yt[508]=0.000000
xt[509]=-0.599882 yt[509]=0.000000
xt[510]=-0.599882 yt[510]=0.000000
xt[511]=-0.599882 yt[511]=0.000000
xt[512]=-0.599882 yt[512]=0.000000
xt[513]=-0.599882 yt[513]=0.000000
xt[514]=-0.599882 yt[514]=0.000000
xt[515]=-0.599882 yt[515]=0.000000
xt[516]=-0.599882 yt[516]=0.000000
xt[517]=-0.599882 yt[517]=0.000000
xt[518]=-0.599882 yt[518]=0.000000
xt[519]=-0.599882 yt[519]=0.000000
xt[520]=-0.599882 yt[520]=0.000000
xt[521]=-0.599882 yt[521]=0.000000
xt[522]=-0.599882 yt[522]=0.000000
xt[523]=-0.599882 yt[523]=0.000000
xt[524]=-0.599882 yt[524]=0.000000
xt[525]=-0.599882 yt[525]=0.000000
xt[526]=-0.599882 yt[526]=0.000000
xt[527]=-0.599882 yt[527]=0.000000
xt[528]=-0.599882 yt[528]=0.000000
xt[529]=-0.599882 yt[529]=0.000000
xt[530]=-0.599882 yt[530]=0.000000
xt[531]=-0.599882 yt[531]=0.000000
xt[532]=-0.599882 yt[532]=0.000000
xt[533]=-0.599882 yt[533]=0.000000
xt[534]=-0.599882 yt[534]=0.000000
xt[535]=-0.599882 yt[535]=0.000000
xt[536]=-0.599882 yt[536]=0.000000
xt[537]=-0.599882 yt[537]=0.000000
xt[538]=-0.599882 yt[538]=0.000000
xt[539]=-0.599882 yt[539]=0.000000
xt[540]=-0.599882 yt[540]=0.000000
xt[541]=-0.599882 yt[541]=0.000000
xt[542]=-0.599882 yt[542]=0.000000
xt[543]=-0.599882 yt[543]=0.000000
xt[544]=-0.599882 yt[544]=0.000000
xt[545]=-0.599882 yt[545]=0.000000
xt[546]=-0.599882 yt[546]=0.000000
xt[547]=-0.599882 yt[547]=0.000000
xt[548]=-0.599882 yt[548]=0.000000
xt[549]=-0.599882 yt[549]=0.000000
xt[550]=-0.599882 yt[550]=0.000000
xt[551]=-0.599882 yt[551]=0.000000
xt[552]=-0.599882 yt[552]=0.000000
xt[553]=-0.599882 yt[553]=0.000000
xt[554]=-0.599882 yt[554]=0.000000
xt[555]=-0.599882 yt[555]=0.000000
xt[556]=-0.599882 yt[556]=0.000000
xt[557]=-0.599882 yt[557]=0.000000
xt[558]=-0.599882 yt[558]=0.000000
xt[559]=-0.599882 yt[559]=0.000000
xt[560]=-0.599882 yt[560]=0.000000
xt[561]=-0.599882 yt[561]=0.000000
xt[562]=-0.599882 yt[562]=0.000000
xt[563]=0.000000 yt[563]=0.000000
xt[564]=0.000000 yt[564]=0.000000
xt[565]=0.000000 yt[565]=0.000000
xt[566]=0.000000 yt[566]=0.000000
xt[567]=0.000000 yt[567]=0.000000
xt[568]=0.000000 yt[568]=0.000000
xt[569]=0.000000 yt[569]=0.000000
xt[570]=0.000000 yt[570]=0.000000
xt[571]=0.000000 yt[571]=0.000000
xt[572]=0.000000 yt[572]=0.000000
xt[573]=0.000000 yt[573]=0.000000
xt[574]=0.000000 yt[574]=0.000000
xt[575]=0.000000 yt[575]=0.000000
xt[576]=0.000000 yt[576]=0.000000
xt[577]=0.000000 yt[577]=0.000000
xt[578]=0.000000 yt[578]=0.000000
xt[579]=0.000000 yt[579]=0.000000
xt[580]=0.000000 yt[580]=0.000000
xt[581]=0.000000 yt[581]=0.000000
xt[582]=0.000000 yt[582]=0.000000
xt[583]=0.000000 yt[583]=0.000000
xt[584]=0.000000 yt[584]=0.000000
xt[585]=0.000000 yt[585]=0.000000
xt[586]=0.000000 yt[586]=0.000000
xt[587]=0.000000 yt[587]=0.000000
xt[588]=0.000000 yt[588]=0.000000
xt[589]=0.000000 yt[589]=0.000000
xt[590]=0.000000 yt[590]=0.000000
xt[591]=0.000000 yt[591]=0.000000
xt[592]=0.000000 yt[592]=0.000000
xt[593]=0.000000 yt[593]=0.000000
xt[594]=0.000000 yt[594]=0.000000
xt[595]=0.000000 yt[595]=0.000000
xt[596]=0.000000 yt[596]=0.000000
xt[597]=0.000000 yt[597]=0.000000
xt[598]=0.000000 yt[598]=0.000000
xt[599]=0.000000 yt[599]=0.000000
xt[600]=0.000000 yt[600]=0.000000
xt[601]=0.000000 yt[601]=0.000000
xt[602]=0.000000 yt[602]=0.000000
xt[603]=0.000000 yt[603]=0.000000
xt[604]=0.000000 yt[604]=0.000000
xt[605]=0.000000 yt[605]=0.000000
xt[606]=0.000000 yt[606]=0.000000
xt[607]=0.000000 yt[607]=0.000000
xt[608]=0.000000 yt[608]=0.000000
xt[609]=0.000000 yt[609]=0.000000
xt[610]=0.000000 yt[610]=0.000000
xt[611]=0.000000 yt[611]=0.000000
xt[612]=0.000000 yt[612]=0.000000
xt[613]=0.000000 yt[613]=0.000000
xt[614]=0.000000 yt[614]=0.000000
xt[615]=0.000000 yt[615]=0.000000
xt[616]=0.000000 yt[616]=0.000000
xt[617]=0.000000 yt[617]=0.000000
xt[618]=0.000000 yt[618]=0.000000
xt[619]=0.000000 yt[619]=0.000000
xt[620]=0.000000 yt[620]=0.000000
xt[621]=0.000000 yt[621]=0.000000
xt[622]=0.000000 yt[622]=0.000000
xt[623]=0.000000 yt[623]=0.000000
xt[624]=0.000000 yt[624]=0.000000
xt[625]=0.000000 yt[625]=0.000000
xt[626]=0.000000 yt[626]=0.000000
xt[627]=0.000000 yt[627]=0.000000
xt[628]=0.000000 yt[628]=0.000000
